otu_ID,asv_ID,asv_ID_top,Phylum,Class,Order,Family,Genus,Species
89,ASV_1755,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_1794,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_1803,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_1854,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_187,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_2023,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_245,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_2735,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_3770,ASV_187,Nematoda,NA,NA,NA,NA,NA
90,ASV_113,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
90,ASV_1301,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
90,ASV_289,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
90,ASV_423,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
90,ASV_488,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
90,ASV_667,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
90,ASV_675,ASV_113,Nematoda,Chromadorea,NA,NA,NA,NA
91,ASV_1030,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1036,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1052,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1056,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1099,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1102,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1162,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1167,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1170,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1171,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1175,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1283,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1290,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1291,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1314,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_133,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1347,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1349,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1371,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1409,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_143,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1432,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1446,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1463,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1513,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1529,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1553,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1639,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1673,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1769,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1817,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1911,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_193,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1934,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_194,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_1956,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_220,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_261,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_31,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_319,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_349,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_403,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_413,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_496,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_50,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_500,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_506,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_556,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_571,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_574,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_578,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_607,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_608,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_707,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_713,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_771,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_772,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_774,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_78,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_846,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_930,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_958,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_960,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_971,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
91,ASV_974,ASV_31,Nematoda,Chromadorea,Strongylida,NA,NA,NA
92,ASV_1134,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_118,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_1186,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_119,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_1519,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_1687,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_1832,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_2,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_312,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_383,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_400,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_431,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_586,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_639,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_649,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_7,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_791,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_833,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_946,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
92,ASV_973,ASV_2,Nematoda,Chromadorea,Strongylida,Heligmonellidae,NA,NA
93,ASV_2202,ASV_2202,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
93,ASV_2602,ASV_2202,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_102,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_1035,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_1037,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_207,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_2122,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_2183,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_2277,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_2378,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_334,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_629,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_657,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_66,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
94,ASV_723,ASV_66,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus_cantonensis
95,ASV_1150,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_124,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_1678,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_197,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_222,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_249,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_2549,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_2573,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_2709,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_285,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_57,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_769,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_80,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_87,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_896,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
95,ASV_989,ASV_57,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_tropicalis
96,ASV_1,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1015,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_105,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_106,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_107,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_11,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1104,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1106,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1125,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_117,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_12,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1216,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_123,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1230,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1235,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_13,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1321,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1330,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1352,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_136,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1370,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1402,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_150,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_151,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1520,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_16,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_162,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_164,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_167,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1688,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_170,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_18,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1823,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_19,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_1914,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2020,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2038,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_211,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2130,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_218,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_22,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2203,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2238,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2330,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_241,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2486,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2627,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2707,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2753,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_282,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_2884,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_307,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_37,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_40,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_464,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_48,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_495,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_524,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_640,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_71,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_770,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_812,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_83,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_850,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_856,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_897,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_9,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_900,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_926,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_940,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_943,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_96,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
96,ASV_976,ASV_1,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
97,ASV_14,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_17,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_25,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_29,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_3,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_35,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_5,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_505,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_54,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_67,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_69,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
97,ASV_86,ASV_3,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
98,ASV_283,ASV_283,Nematoda,Chromadorea,Strongylida,Syngamidae,Syngamus,Syngamus_trachea
99,ASV_1338,ASV_23,Nematoda,Chromadorea,Strongylida,NA,NA,NA
99,ASV_2033,ASV_23,Nematoda,Chromadorea,Strongylida,NA,NA,NA
99,ASV_23,ASV_23,Nematoda,Chromadorea,Strongylida,NA,NA,NA
99,ASV_45,ASV_23,Nematoda,Chromadorea,Strongylida,NA,NA,NA
99,ASV_962,ASV_23,Nematoda,Chromadorea,Strongylida,NA,NA,NA
100,ASV_1007,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1111,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1147,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_121,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_125,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1329,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1333,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_144,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1534,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1576,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1770,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1866,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_1888,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_203,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_242,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_32,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_368,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_393,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_406,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_435,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_603,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_616,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_619,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_637,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_721,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_743,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_759,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_763,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_89,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_898,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_935,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
100,ASV_95,ASV_32,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
